08:42,Charing Cross,Pass,EMU,Gillingham,P09.38:35,S09.40/09.41:38,S09.43/09.44:40,T09.47:201,,,,,,,,,,,,,,,,,,,,,,,
08:44,Victoria,Pass,EMU,Orpington,S08.44:1,S08.49:5,S08.52:8,S08.54:10,S08.56:11,S08.59:12,S09.01:14,S09.03:16,S09.06:19,S09.08/09.09:20,S09.12:23,T09.13:24,,,,,,,,,,,,,,,
08:48,Holbourn V,Pass,EMU,Orpington,S09.10:19,S09.12/09.13:21,S09.18:23,T09.20:24,,,,,,,,,,,,,,,,,,,,,,,
08:52,Cannon Street,Pass,EMU,Chatham,P10.08:35,S10.09/10.10:38,T10.12:40,,,,,,,,,,,,,,,,,,,,,,,,
08:53,Blackfriars,Pass,EMU,Sevenoaks,S09.19:18,S09.21/09.22:20,S09.25:22,S09.30:26,T09.35:28,,,,,,,,,,,,,,,,,,,,,,
08:57,Holbourn V,Pass,EMU,Bickley Junction,S09.24:18,S09.26/09.27:20,T09.30:22,,,,,,,,,,,,,,,,,,,,,,,,
09:00,Victoria,Boat,MN,Dover,S09.00:1,P09.07:5,P09.09:8,P09.17:16,P09.19:19,T09.23:23,,,,,,,,,,,,,,,,,,,,,
09:03,Blackfriars,Pass,EMU,Bickley,S09.31:18,S09.33/09.37:20,T09.40:22,,,,,,,,,,,,,,,,,,,,,,,,
09:04,Victoria,Pass,EMU,Orpington,S09.04:1,S09.09:5,S09.12:8,S09.14:10,S09.16:11,S09.19:12,S09.21:14,S09.23:16,S09.26:19,S09.29/09.29:21,S09.32:23,T09.34:24,,,,,,,,,,,,,,,
09:05,Charing Cross,Pass,EMU,Gillingham,P11.08:35,S11.09/11.10:38,S11.12/11.14:40,T11.17:201,,,,,,,,,,,,,,,,,,,,,,,
09:11,Blackfriars,Pass,EMU,Sevenoaks,S09.39:19,S09.41/09.42:21,S09.45:23,S09.50:26,T09.55:28,,,,,,,,,,,,,,,,,,,,,,
09:18,Faversham,Pass,D4-4-0,Dover,S09.18:51,S09.25:67,S09.36/09.38:68,S09.44:69,S09.50:70,S09.54:71,S09.58:72,S10.03:73,S10.10:74,T10.15:75,,,,,,,,,,,,,,,,,
09:18,Margate,Pass,L4-4-0,Ashford,S09.18:61,S09.27:63,S09.31:64,T09.34:66,,,,,,,,,,,,,,,,,,,,,,,
09:18,Victoria,Pass,EMU,Gillingham,S09.18:1,P09.23:5,P09.25:8,P09.31:16,P09.32:19,S09.34/09.35:21,P09.38:23,S09.47:27,S09.52:29,S09.57:205,S10.01:31,S10.04:32,P10.09:34,P10.12:35,S10.13/10.14:38,S10.16/10.18:40,T10.21:201,,,,,,,,,,
09:24,Victoria,Pass,EMU,Orpington,S09.24:1,S09.29:5,S09.32:8,S09.34:10,S09.36:11,S09.39:12,S09.41:14,S09.43:16,S09.46:19,S09.49:21,S09.52:23,T09.54:24,,,,,,,,,,,,,,,
09:30,Holbourn V,Pass,EMU,Sevenoaks,S09.39:18,S09.41/09.42:20,S09.45:22,S09.50:26,,,,,,,,,,,,,,,,,,,,,,,
09:35,Victoria,XP,BRS4-6-0,Ramsgate,S09.35:1,S09.44:8,P09.52:16,P09.55:19,S09.56/09.57:21,P10.02:23,P10.08:27,P10.18:32,P10.23:34,P10.27:35,S10.29/10.31:40,S10.35/10.36:41,S10.48/10.50:48,S11.01/11.03:52,S11.13:54,S11.18:55,S11.24/11.26:56,S11.38:59,S11.43:60,S11.48/11.50:61,S11.58:63,S12.02:64,S12.06:65,,,,
09:38,Sheerness,Pass,H0-4-4T,Sittingbourne,P09.56:508,P09.57:202,T09.58:47,S09.38:76,S09.45:77,S09.49:78,S09.53:80,,,,,,,,,,,,,,,,,,,,
09:40,Margate,XP,WC,Charing Cross,S09.40:61,S09.50:63,S09.54:64,T09.57:66,,,,,,,,,,,,,,,,,,,,,,,
09:40,Victoria,Pass,EMU,Orpington,S09.40:1,S09.46:5,S09.48:8,S09.59:19,S10.00/10.01:21,S10.04:23,T10.05:24,,,,,,,,,,,,,,,,,,,,
09:42,Charing Cross,Pass,EMU,Gillingham,P10.39:35,S10.40/10.41:38,S10.44/10.50:40,T10.53:201,,,,,,,,,,,,,,,,,,,,,,,
09:44,Victoria,Pass,EMU,Orpington,S09.44:1,S09.49:5,S09.52:8,S09.54:10,S09.56:11,S09.59:12,S10.01:14,S10.03:16,S10.06:19,S10.08/10.09:21,S10.12:23,T10.13:24,,,,,,,,,,,,,,,
09:47,Victoria,ECS,EMU,S.Hill,S09.47:1,P09.53:5,T09.54:9,,,,,,,,,,,,,,,,,,,,,,,,
09:51,Holbourn V,Pass,EMU,Sevenoaks,S10.19:18,S10.21/10.22:20,S10.25:22,S10.30:26,T10.35:28,,,,,,,,,,,,,,,,,,,,,,
09:54,Victoria,Pass,EMU,Herne Hill,S09.54:1,P10.00:5,T10.02:9,,,,,,,,,,,,,,,,,,,,,,,,
10:00,Victoria,Boat,MN,Dover,S10.00:1,P10.07:5,P10.09:8,P10.17:16,P10.19:19,P10.20:21,T10.22:24,,,,,,,,,,,,,,,,,,,,
10:04,Victoria,Pass,EMU,Orpington,S10.04:1,S10.09:5,S10.12:8,S10.14:10,S10.16:11,S10.19:12,S10.21:14,S10.23:16,S10.26:19,S10.28/10.29:21,S10.32:23,T10.33:24,,,,,,,,,,,,,,,
10:10,Margate,Pass,L4-4-0,Ashford,S10.10:61,S10.19:63,S10.23:64,T10.26:66,,,,,,,,,,,,,,,,,,,,,,,
10:10,Sheerness,Pass,2-6-2T,Sittingbourne,P10.29:202,T10.31:47,S10.10:76,S10.16:77,S10.25:80,P10.28:81,,,,,,,,,,,,,,,,,,,,,
10:11,Holbourn V,Pass,EMU,Sevenoaks,S10.39:18,S10.41/10.42:20,S10.45:22,S10.50:26,T10.55:28,,,,,,,,,,,,,,,,,,,,,,
10:18,Victoria,Pass,EMU,Gillingham,P10.31:16,S10.34/10.35:21,S10.47:27,S10.51:29,S10.56:205,S11.01:31,S11.04:32,P11.09:34,P11.12:35,S11.13/11.14:38,S11.16/11.18:40,T11.21:201,,,,,,,,,,,,,,,
10:24,Victoria,Pass,EMU,Orpington,S10.24:1,S10.29:5,S10.32:8,S10.34:10,S10.36:11,S10.39:12,S10.41:14,S10.43:16,S10.46:19,S10.48/10.49:21,S10.52:23,T10.53:24,,,,,,,,,,,,,,,
10:28,Hither Green,Goods,N2-6-0,Ashford,P10.51:25,P10.55:26,P11.03:27,T11.05:28,,,,,,,,,,,,,,,,,,,,,,,
10:31,Holbourn V,Pass,EMU,Sevenoaks,S10.59:18,S11.01/11.04:20,S11.07:22,S11.12:26,T11.17:28,,,,,,,,,,,,,,,,,,,,,,
10:35,Victoria,XP,BRS4-6-0,Ramsgate,S10.35:1,S10.46:8,P10.55:16,P10.57:19,S10.58/11.01:21,P11.06:23,P11.12:27,P11.22:32,P11.27:34,P11.31:35,P11.32:38,S11.33/11.35:40,P11.38:41,S11.49/11.51:48,S12.02/12.05:52,S12.15:54,S12.41:59,S12.46:60,S12.51/12.54:61,S13.02:63,S13.07:64,T13.10:66,,,,,
10:42,Charing Cross,Pass,EMU,Gillingham,P11.39:35,S11.40/11.41:38,S11.44/11.46:40,T11.49:201,,,,,,,,,,,,,,,,,,,,,,,
10:44,Victoria,Pass,EMU,Orpington,S10.44:1,S10.49:5,S10.52:8,S10.54:10,S10.56:11,S10.59:12,S11.01:14,S11.03:16,S11.06:19,S11.08/11.09:21,S11.12:23,T11.13:24,,,,,,,,,,,,,,,
10:46,Chatham,Pass,L4-4-0,Faversham,S10.46:40,S10.50/10.51:41,S10.55:42,S11.06/11.08:48,T11.19:52,,,,,,,,,,,,,,,,,,,,,,
10:50,Hither Green,Goods,N2-6-0,Faversham,P11.14:25,P11.18:26,P11.26:27,P11.32:29,S10.51/12.25:204,P12.35:34,P12.40:35,S12.45/13.59:36,P14.01:38,P14.03:40,P14.11:41,S14.32/14.48:202,T15.04:51,,,,,,,,,,,,,,
10:50,Margate,Light,C0-6-0,Ramsgate,S10.50:61,T11.00:65,,,,,,,,,,,,,,,,,,,,,,,,,
10:51,Holbourn V,Pass,EMU,Sevenoaks,P11.19:18,S11.21/11.22:20,S11.25:22,P11.30:26,T11.35:28,,,,,,,,,,,,,,,,,,,,,,
10:54,Herne Hill,Goods,N2-6-0,Ashford,S11.49:25,P12.03:27,,,,,,,,,,,,,,,,,,,,,,,,,
10:55,Cannon Street,Pass,EMU,Gillingham,P12.08:35,S12.09/12.10:38,S12.12/12.14:40,T12.17:201,,,,,,,,,,,,,,,,,,,,,,,
11:00,Holbourn V,Parcels,E 4-4-0,Ramsgate,P13.06:25,P13.12:27,P13.24:32,P13.29:34,P13.33:35,S13.34/13.38:37,P13.40:40,P13.43:41,S13.49:203,S14.20/14.33:51,S14.43/14.53:54,S15.00/15.06:56,S15.18/15.26:59,S15.30:60,S15.38/15.44:62,S15.51:63,T16.06:66,,,,,,,,,,
