08:44,Ramsgate,Pass,E1 4-4-0,Chatham,S08.44:101,S08.48:103,S08.52:104,S08.58/09.01:106,S09.06:107,S09.11:108,S09.22/09.23:111,S09.29:113,S09.34:114,S09.44/09.47:116,S09.56:118,S10.02/10.03:120,S10.17/10.18:126,T10.22:128,,,,,,,,,,,
08:49,Sole St,Pass,EMU,Swanley,S08.49:136,S08.52:137,S08.56:301,S09.01:139,T09.06:141,,,,,,,,,,,,,,,,,,,,
08:53,Bickley,Pass,EMU,Holbourn Viaduct,S08.53:146,S08.55/08.56:148,S08.59:150,S09.02:152,S09.04:155,S09.06:156,S09.10:158,T09.13:162,,,,,,,,,,,,,,,,,
08:57,Maidstone,Pass,EMU,Holbourn Viaduct,S09.40/09.41:148,P09.43:150,P09.45:152,T09.52:162,,,,,,,,,,,,,,,,,,,,,
08:57,Sittingbourne,Light,C0-6-0,Gillingham,S08.57:300,T09.14:127,,,,,,,,,,,,,,,,,,,,,,,
08:59,Herne Hill,Pass,EMU,Victoria,S08.59:160,S09.01:163,T09.06:167,,,,,,,,,,,,,,,,,,,,,,
09:00,Orpington,Pass,EMU,Victoria,P09.05:144,S09.09:146,S09.10/09.11:148,S09.14:150,S09.17:152,S09.19:155,S09.21:156,S09.24:157,S09.26:158,S09.28:161,S09.30:163,T09.37:167,,,,,,,,,,,,,
09:02,Sevenoaks,Pass,EMU,Holbourn Viaduct,S09.24:141,S09.29:142,S09.34:145,S09.36/09.37:147,T09.40:149,,,,,,,,,,,,,,,,,,,,
09:04,Swanley,Pass,EMU,Holbourn Viaduct,S09.04:141,S09.09:142,S09.14:145,S09.16/09.17:147,S09.20:149,,,,,,,,,,,,,,,,,,,,
09:08,Sittingbourne,Pass,2-6-2T,Sheerness,S09.08:120,P09.09:509,P09.10:506,S09.13:512,S09.19:514,S09.24:515,T09.30:516,,,,,,,,,,,,,,,,,,
09:10,Gillingham,Pass,EMU,Charing Cross,S09.10:127,S09.13/09.15:128,S09.17/09.18:130,T09.19:133,,,,,,,,,,,,,,,,,,,,,
09:16,Orpington,Pass,EMU,Victoria,P09.21:144,S09.23:146,S09.26/09.31:148,S09.34:150,S09.37:152,S09.39:155,S09.41:156,S09.44:157,S09.46:158,S09.48:161,S09.50:163,T09.56:167,,,,,,,,,,,,,
09:20,Dover,XP,WC,Victoria,P10.09:116,P10.17:120,P10.27:126,S10.30/10.32:128,P10.34:130,P10.35:133,P10.47:136,P10.59:141,S11.08/11.09:147,P11.13:152,P11.21:160,P11.22:163,T11.28:167,S09.20:174,S09.27:175,S09.36:176,S09.42:178,S09.52/09.54:181,,,,,,,
09:22,Sevenoaks,Pass,EMU,Holbourn Viaduct,S09.41:141,S09.46:142,S09.51:145,S09.54/09.57:147,S10.00:149,,,,,,,,,,,,,,,,,,,,
09:25,Ramsgate,XP,BR5 4-6-0,Victoria,P10.39:130,P10.40:133,P10.51:136,P11.01:141,,,,,,,,,,,,,,,,,,,,,
09:40,Chatham,ECS,EMU,Stewarts Lane,S09.40:129,P09.44:131,P09.45:133,P10.00:136,P10.14:141,P10.19:142,P10.22:147,P10.27:154,P10.38:160,P10.40:163,T10.43:166,,,,,,,,,,,,,,
09:40,Gillingham,Pass,EMU,Cannon St,S09.40:127,S09.43/09.44:128,S09.45/09.46:130,T09.47:133,,,,,,,,,,,,,,,,,,,,,
09:40,Herne Hill,Pass,EMU,Victoria,S09.40:160,S09.42:163,T09.48:167,,,,,,,,,,,,,,,,,,,,,,
09:42,Orpington,Pass,EMU,Victoria,P09.47:144,S09.49:146,S09.51/09.52:148,S09.54:150,S09.57:152,S09.59:155,S10.01:156,S10.05:157,S10.06:158,S10.09:161,S10.11:163,T10.16:167,,,,,,,,,,,,,
09:42,Sevenoaks,Pass,EMU,Holbourn Viaduct,S10.04:141,S10.09:142,S10.14:145,S10.16/10.17:147,S10.20:149,,,,,,,,,,,,,,,,,,,,
09:42,Ashford,Pass,2-6-2T,Margate,S10.50:101,S10.54:103,S10.58:104,T11.04:106,,,,,,,,,,,,,,,,,,,,,
09:45,Gillingham,ECS,C0-6-0,Strood,S09.45:127,P09.49:128,P09.52:130,T09.53:133,,,,,,,,,,,,,,,,,,,,,
09:54,Gillingham,Pass,EMU,Victoria,S09.54:127,S09.57/09.59:128,S10.00/10.01:130,P10.03:133,S10.13:136,S10.15:137,S10.20:301,S10.24:139,S10.32:141,S10.42/10.43:147,P10.47:152,P10.53:160,T10.59:167,,,,,,,,,,,,
09:58,Herne Hill,Pass,EMU,Victoria,S09.58:160,S10.00:163,T10.06:167,,,,,,,,,,,,,,,,,,,,,,
09:58,Ashford,Goods,N2-6-0,Hither Green,P12.15:140,T12.22:143,,,,,,,,,,,,,,,,,,,,,,,
10:00,Dover,Goods,N2-6-0,Hoo Junction,S12.06/12.35:117,P12.53:120,P13.17:126,P13.22:128,T13.29:133,P10.10:174,P10.30:176,S10.35/11.14:177,P11.39:181,P11.57:182,,,,,,,,,,,,,,,
10:00,Gillingham,Goods,C0-6-0,?,S10.00:127,P10.05:128,P10.08:130,T10.10:132,,,,,,,,,,,,,,,,,,,,,
10:02,Orpington,Pass,EMU,Victoria,P10.07:144,S10.09:146,S10.11/10.12:148,S10.14:150,S10.17:152,S10.19:155,S10.21:156,S10.25:157,S10.26:158,S10.29:161,S10.31:163,T10.36:167,,,,,,,,,,,,,
10:02,Sevenoaks,Pass,EMU,Holbourn Viaduct,S10.24:141,S10.29:142,S10.34:145,S10.36/10.37:147,T10.40:149,,,,,,,,,,,,,,,,,,,,
10:08,Gillingham,Pass,EMU,Charing Cross,S10.08:127,S10.11/10.15:128,S10.16/10.17:130,T10.18:133,,,,,,,,,,,,,,,,,,,,,
10:12,Tonbridge,Pass,C0-6-0,Margate,S12.34:101,S12.38:103,S12.42:104,T12.48:105,,,,,,,,,,,,,,,,,,,,,
10:19,Sittingbourne,Pass,H0-4-4T,Sheerness,S10.19:120,P10.20:509,P10.21:506,S10.24:512,S10.33:515,T10.39:516,,,,,,,,,,,,,,,,,,,
10:20,Orpington,Pass,EMU,Victoria,P10.25:144,S10.29:146,S10.31/10.32:148,S10.34:150,S10.37:152,S10.39:155,S10.41:156,S10.45:157,S10.46:158,S10.49:161,S10.51:163,T10.56:167,,,,,,,,,,,,,
10:22,Sevenoaks,Pass,EMU,Holbourn Viaduct,S10.41:141,S10.46:142,S10.51:145,S10.54/10.57:147,S11.00:149,,,,,,,,,,,,,,,,,,,,
10:35,Chatham,ECS,E1 4-4-0,Strood,S10.35:128,P10.37:130,T10.38:133,,,,,,,,,,,,,,,,,,,,,,
10:40,Gillingham,Pass,EMU,Cannon St,S10.40:127,S10.43/10.47:128,S10.48/10.49:130,T10.50:133,,,,,,,,,,,,,,,,,,,,,
10:42,Orpington,Pass,EMU,Victoria,P10.47:144,S10.49:146,S10.51/10.52:148,S10.54:150,S10.57:152,S10.59:155,S11.01:156,S11.04:157,S11.06:158,S11.09:161,S11.11:163,T11.16:167,,,,,,,,,,,,,
