Train,From,Class,Engine,Destination,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,300,121,122,168,169,170,171,172,173,123,124,125,126,127,128,129,130,131,132,133,134,135,136,305,137,301,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,174,175,176,177,178,179,180,181,182
14:02,Town,Goods,N2-6-0,Faversham ?,,,,,,,,,,,,,,,,,T19.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S14.02,,S14.27/14.45,,,S14.55/16.10,S16.20/16.34,S16.44/18.25,S18.48/19.08
14:08,Sheerness,Pass,2-6-2T,Gillingham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P14.25,,,,T14.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14:10,Gillingham,Pass,EMU,Charing Cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S14.10,S14.13/14.15,,S14.16/14.17,,,T14.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14:22,Gillingham,parcels,C0-6-0,Strood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S14.22,,,S14.26/14.43,,S14.45/14.56,,T14.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14:22,Orpington,Pass,EMU,Victoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P14.27,,S14.29,,S14.31/14.32,,S14.34,,S14.37,,,S14.39,S14.41,S14.44,S14.46,,,S14.49,,S14.51,,,,T14.56,,,,,,,,,
14:22,Sevenoaks,Pass,EMU,Holbourn Viaduct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S14.44,S14.49,,,S14.54,,S14.56/14.57,,T15.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
14:32,Gillingham,Pass,EMU,Charing Cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S14.32,S14.35/14.37,,S14.38/14.39,,,T14.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14:35,Orpington,Pass,EMU,Holbourn Viaduct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P14.41,S14.42,,S14.44/14.46,,T14.49,,,,,,,,,,,,S15.09,,,,,,,,,,,,,,,
14:40,Dover,Pass,2-6-4T,Canterbury East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S14.40,S14.46,S14.54,S14.59,S15.02,S15.05,S15.11,T15.16,
14:41,Gillingham,Pass,EMU,Cannon St,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S14.41,S14.44/14.47,,S14.48/14.49,,,T14.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14:42,Orpington,Pass,EMU,Victoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P14.47,,S14.49,,S14.51/14.52,,S14.54,,S14.57,,,S14.59,S15.01,S15.04,S15.06,,,S15.08,,S15.11,,,,T15.16,,,,,,,,,
14:42,Sevenoaks,Pass,EMU,Holbourn Viaduct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S15.04,S15.09,,,S15.14,,S15.16/15.17,,S15.20,,,,,,,,,,,,,,,,,,,,,,,,,,,
14:43,Sittingbourne,Pass,C0-6-0,Sheerness,,,,,,,,,,,,,,,,,,,,S14.43,,P14.44,P14.45,,S14.48,,S14.54,S14.59,T15.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14:54,Gillingham,Pass,EMU,Victoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S14.54,S14.57/14.58,,S15.00/15.01,,,P15.03,,,S15.13,,S15.15,S15.20,,S15.24,,S15.32,,,,,,S15.42/15.43,,P15.45,,,P15.47,,,,,,,,P15.53,,,P15.55,,,,T16.00,,,,,,,,,
14:57,Gillingham,ECS,D1 4-4-0,Chatham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S14.57,,T15.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:00,Canterbury,Pass,2-6-4T,Margate,S15.33,,S15.37,S15.40,T15.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:02,Orpington,Pass,EMU,Victoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P15.07,,S15.09,,S15.11/15.12,,S15.14,,S15.17,,,S15.19,S15.21,S15.24,S15.26,,,S15.29,,S15.31,,,,T15.36,,,,,,,,,
15:04,Sevenoaks,Pass,EMU,Holbourn Viaduct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S15.24,S15.29,,,S15.34,,S15.36/15.37,,T15.40,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:10,Gillingham,Pass,EMU,Charing Cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S15.10,S15.13/15.15,,S15.16/15.17,,,T15.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:11,Faversham,Pass,2-6-2T,Chatham,,,,,,,,,,,,,,,,S15.11,,S15.20,,S15.26/15.28,,,,,,,,,,,S15.35,S15.41,S15.46/15.47,,,T15.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:18,Orpington,Pass,EMU,Victoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P15.23,,S15.29,,S15.31/15.32,,S15.35,,S15.38,,,S15.40,S15.42,S15.45,S15.47,,,S15.49,,S15.51,,,,T15.57,,,,,,,,,
15:22,Ramsgate,XP,Brs 4-6-0,Victoria,S15.22,,S15.26,S15.31,,S15.37/15.40,S15.45,S15.50,,,S16.02/16.04,,S16.10,S16.16,,S16.26/16.31,,S16.40,,S16.46/16.48,,,,,,,,,,,,,S17.01/17.02,,S17.06/17.10,,P17.12,,,P17.13,,,P17.27,,,,,,,P17.39,,,,,,S17.48/17.50,,,,,P17.54,,,,,,,,P18.03,,,P18.04,,,,T18.12,,,,,,,,,
15:22,Sevenoaks,Pass,EMU,Holbourn Viaduct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S15.44,S15.49,,,S15.54,,S15.56/15.57,,T16.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:28,Dover,Pass,2-6-2T,Faversham,,,,,,,,,,,,,,,,,T16.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S15.28,S15.34,S15.41,S15.45,S15.48,S15.51,S15.57,S16.02/16.04,S16.17
15:36,Maidstone,Pass,2-6-4T,Margate,S17.35,,S17.39,S17.43,T17.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:42,Gillingham,Pass,EMU,Cannon St,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S15.42,S15.45/15.47,,S15.48/15.49,,,T15.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:42,Orpington,Pass,EMU,Victoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P15.47,,S15.49,,S15.51/15.52,,S15.54,,S15.57,,,S15.59,S16.01,S16.04,S16.06,,,S16.08,,S16.11,,,,T16.16,,,,,,,,,
15:42,Sevenoaks,Pass,EMU,Holbourn Viaduct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S16.04,S16.09,,,S16.14,,S16.16/16.17,,S16.20,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:45,Margate,Goods,C0-6-0,Faversham,,,,,,S15.45,P15.50,S15.55/16.20,,,,S16.40/18.10,S18.18/18.28,,,,T18.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:51,Bickley,Pass,EMU,Holbourn Viaduct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S15.51,,S15.53/15.54,,T15.56,,,,,,,,,,,,,,,,,,,,,,,,,,
15:54,Gillingham,Pass,EMU,Victoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S15.54,S15.57/15.58,,S16.00/16.01,,,P16.03,,,S16.13,,S16.15,S16.20,,S16.24,,S16.33,,,,,,S16.42/16.43,,P16.45,,,P16.47,,,,,,,,P16.53,,,P16.55,,,,T17.00,,,,,,,,,
16:00,Sittingbourne,Pass,2-6-2T,Sheerness,,,,,,,,,,,,,,,,,,,,S16.00,,P16.01,P16.02,,S16.05,,S16.11,S16.16,T16.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16:02,Orpington,Pass,EMU,Victoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P16.07,,S16.09,,S16.11/16.12,,S16.14,,S16.17,,,S16.19,S16.21,S16.24,S16.26,,,S16.29,,S16.31,,,,T16.36,,,,,,,,,
16:02,Sevenoaks,Pass,EMU,Holbourn Viaduct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S16.24,S16.29,,,S16.34,,S16.36/16.37,,T16.40,,,,,,,,,,,,,,,,,,,,,,,,,,,
16:10,Gillingham,Pass,EMU,Charing Cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S16.10,S16.13/16.15,,S16.16/16.17,,,T16.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16:12,Tonbridge,Pass,L4-4-0,Faversham,S18.30,,S18.34,S18.38,,S18.44/18.47,S18.52,S18.57,,,S19.09/19.11,,,S19.20,,T19.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16:15,Charing Cross,XP,WC,Margate,S18.39,,S18.43,S18.47,T18.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16:15,Ramsgate,Pass,Brs 4-6-0,Victoria,S16.15,,S16.19,S16.23,,S16.30/16.34,S16.39,S16.44,,,S16.55/16.57,,S17.03,S17.09,,S17.19/17.25,,,,S17.36/17.38,,,,,,,,,,,S17.46,S17.52,S17.57/17.59,,,S18.03/18.20,P18.22,,,P18.23,,,P18.36,,,,,,,S18.51,,,,,,S19.01/19.03,,,,,S19.07,,,,,,,,P19.15,,,P19.16,,,,T19.22,,,,,,,,,
16:18,Dover,Pass,L4-4-0,Faversham,,,,,,,,,,,,,,,,,T17.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S16.18,S16.24,S16.31,S16.35,S16.38,S16.41,S16.49,S16.54/16.57,S17.10
16:20,Canterbury,Goods,N2-6-0,Blackfriars,,,,,,,,,,,,,,,,,S16.54/17.30,S17.42/18.21,,,S18.27/18.56,,,,,,,,,,S19.07/19.28,S19.34/20.10,P20.18,,P20.22,,P20.26,,,T20.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S16.20,S16.38
16:22,Sevenoaks,Pass,EMU,Holbourn Viaduct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P16.53,S16.54,,S16.56/16.57,,T17.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
16:23,Orpington,Pass,EMU,Victoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P16.28,,S16.29,,S16.31/16.32,,S16.35,,S16.38,,,S16.40,S16.42,S16.45,S16.47,,,S16.49,,S16.51,,,,T16.57,,,,,,,,,
16:39,Orpington,Pass,EMU,Victoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P16.44,,S16.45,,S16.47/16.48,,S16.52,,S16.56,,,S16.58,S17.00,S17.04,S17.06,,,S17.08,,S17.10,,,,T17.16,,,,,,,,,
16:40,Gillingham,Pass,EMU,Cannon St,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S16.40,S16.43/16.45,,S16.47/16.49,,,T16.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16:42,Bickley,Pass,EMU,Holbourn Viaduct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S16.42,,S16.44/16.45,,S16.48,,S16.51,,,S16.53,S16.55,S16.58,S17.00,,,,T17.04,,,,,,,,,,,,,,
16:48,Sevenoaks,Pass,EMU,Holbourn Viaduct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S17.08,S17.13,,,S17.18,,S17.19/17.24,,S17.27,,,,,,,,,,,,,,,,,,,,,,,,,,,
16:49,Maidstone,Pass,EMU,Victoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S17.29,,,,,,,S17.39/17.40,,P17.43,,,P17.46,,,,,,,,,P17.53,,P17.54,,,,T17.59,,,,,,,,,
16:54,Gillingham,Pass,EMU,Victoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S16.54,S16.57/16.59,,S17.00/17.01,,,P17.03,,,S17.13,,S17.15,S17.20,,S17.24,,S17.33,,,,,,S17.43/17.44,,P17.46,,,P17.50,,,,,,,,S17.57,,,P17.58,,,,T18.03,,,,,,,,,
16:56,Sittingbourne,Pass,2-6-2T,Sheerness,,,,,,,,,,,,,,,,,,,,S16.56,,P16.57,P16.58,,S17.01,,S17.07,S17.11,T17.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16:58,Dover,Boat,br7,Victoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P18.10,,,P18.13,,,,,P18.16,,,,,,,,P18.23,,,P18.24,,,,T18.30,,,,,,,,,
17:03,Sole St,Goods,C0-6-0,Farningham Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S17.03,,S17.08/17.35,S17.43/18.00,P18.05,T18.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:04,Sevenoaks,Pass,EMU,Holbourn Viaduct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S17.24,S17.29,,,S17.34,,S17.36/17.37,,T17.40,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:05,Orpington,Pass,EMU,Holbourn Viaduct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P17.10,S17.11,,S17.13/17.14,,P17.16,,,,,,,,,,,,S17.33,,,,,,,,,,,,,,,
17:05,Orpington,ECS,EMU,Victoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P17.06,,S17.07,,S17.09/17.10,,S17.12,,S17.16,,,S17.18,S17.20,S17.23,S17.25,,,S17.28,,S17.30,,,,T17.35,,,,,,,,,
17:05,Ramsgate,Pullman,WC,Victoria,S17.05,,S17.09,S17.13,,S17.19/17.21,,,,,S17.36/17.38,,,S17.47,,P17.57,,,,P18.05,,,,,,,,,,,,,P18.14,,S18.17,,P18.19,,,P18.20,,,P18.30,,,,,,,P18.40,,,,P18.46,,S18.48,,,,,P18.51,,,,,,,,P18.58,,,P18.59,,,,T19.05,,,,,,,,,
17:09,Dover,Pass,2-6-4T,Chatham,,,,,,,,,,,,,,,,,S18.01/18.03,S18.12,,S18.18/18.19,,,,,,,,,,,S18.26,S18.32,S18.37/18.38,,,T18.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S17.09,S17.15,S17.21,S17.25,S17.28,S17.31,S17.36,S17.41/17.42,S17.55
17:10,Gillingham,Pass,EMU,Charing Cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S17.10,S17.13/17.15,,S17.17/17.18,,,T17.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:10,Ramsgate,parcels,N2-6-0,Victoria,S17.10,,,S17.24,S17.30/18.00,,S18.04/18.12,S18.16/18.22,,,,S18.34/19.23,,S19.31/19.44,,,S19.54/21.15,S21.23/21.25,,,S21.34/21.46,,,,,,,,,,,S21.56/22.01,,,,P22.10,,P22.12,,P22.13,,,P22.27,,,,,,,P22.40,,,,,,P22.49,,,,,P22.53,,,,,,,,S23.05/23.16,,,P23.19,,,,T23.26,,,,,,,,,
17:13,Orpington,Pass,EMU,Victoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P17.18,,S17.19,,S17.21/17.22,,S17.25,,S17.28,,,S17.32,S17.34,S17.37,S17.40,,,S17.43,,S17.46,,,,T17.51,,,,,,,,,
17:14,Bickley,Pass,EMU,Holbourn Viaduct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S17.14,,S17.16/17.17,,S17.20,,,,,,,,,,,,,,,,,,,,,,,,,,
17:15,Dover,Boat,wc,Victoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P18.30,,,,P18.33,,,,P18.36,,,,,,,,,P18.43,,P18.44,,,,T18.50,,,,,,,,,
17:16,Maidstone,Pass,EMU,Victoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S17.57,,,,,,,,S18.06/18.08,,,,P18.12,,,,,,,,,P18.18,,P18.19,,,,T18.24,,,,,,,,,
17:20,Ashford,Goods,C0-6-0,Hither Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S01.25,P01.32,P01.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:20,S.Hill,ECS,EMU,Victoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S17.30,,,P17.32,,,,T17.38,,,,,,,,,
17:22,Ramsgate,Pass,Brs 4-6-0,Victoria,S17.22,,S17.26,S17.30,,S17.36/17.39,S17.44,S17.49,,,S18.00/18.02,,S18.08,S18.12,,,S18.23/18.36,,,S18.47/18.49,,,,,,,,,,,,,S19.01/19.03,,S19.07/19.10,,P19.12,,,P19.13,,,P19.25,,,,,,,P19.36,,,,,,,S19.45/19.47,,,,P19.52,,,,,,,,,P20.00,,P20.01,,,,T20.07,,,,,,,,,
17:26,Sevenoaks,Pass,EMU,Holbourn Viaduct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S17.45,S17.50,,,S17.55,,S17.56/17.57,,T18.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:29,Sittingbourne,Pass,2-6-2T,Sheerness,,,,,,,,,,,,,,,,,,,,S17.29,,P17.30,P17.31,,S17.34,,S17.40,S17.44,T17.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:32,Ashford,Pass,2-6-4T,Faversham,,,,,,,,,,,,,,,,,T19.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S18.30,S18.36,S18.44,S18.49,S18.52,S18.55,S19.01,S19.06/19.08,S19.21
17:34,Bickley,Pass,EMU,Holbourn Viaduct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S17.34,,S17.36/17.37,,P19.39,,S17.41,,,,,,,,,S17.48,T17.49,,,,,,,,,,,,,,
17:40,Dover,Pass,D1 4-4-0,Faversham,,,,,,,,,,,,,,,,,T18.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S17.40,S17.46,S17.53,S17.57,,,,S18.09/18.11,S18.24
17:44,Sevenoaks,Pass,EMU,Holbourn Viaduct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S18.04,S18.09,,,S18.16,,S18.17/18.20,,S18.27,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:45,Orpington,Pass,EMU,Holbourn Viaduct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S17.54,S17.57/17.58,,,S18.00,,S18.04,,,S18.06,S18.08,,S18.12,,,T18.15,,,,,,,,,,,,,,,
17:49,Bickley,Pass,EMU,Victoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S17.49,,S17.51/17.52,,S17.54,,S17.57,,,S17.59,S18.01,S18.04,S18.06,,,S18.09,,S18.11,,,,T18.16,,,,,,,,,
17:50,Gillingham,Pass,EMU,Cannon St,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S17.50,S17.53/17.55,,S17.56/17.57,,,T17.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:54,Gillingham,Pass,EMU,Victoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S17.54,S17.57/17.59,,S18.00/18.01,,,P18.03,,,S18.13,,S18.15,S18.20,,S18.24,,S18.33,,,,,,S18.41/18.43,,P18.47,,,P18.50,,,,,,,,P18.54,,,P18.55,,,,T19.00,,,,,,,,,
17:57,Sittingbourne,Pass,2-6-2T,Sheerness,,,,,,,,,,,,,,,,,,,,S17.57,,P17.58,P17.59,,S18.02,,,S18.08,T18.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:58,Maidstone,Pass,2-6-4T,Margate,S19.53,,S19.57,S20.01,T20.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18:00,Orpington,Pass,EMU,Victoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P18.05,,S18.07,,S18.10/18.14,,S18.16,,S18.19,,,S18.21,S18.23,S18.26,S18.28,,,S18.30,,S18.32,,,,T18.38,,,,,,,,,
18:00,Ramsgate,Goods,Brs 4-6-0,Herne Bay?,S18.00,,,S18.10/18.54,S19.02/20.08,,P20.17,S20.24/21.08,,,,S21.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18:02,Sevenoaks,Pass,EMU,Holbourn Viaduct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S18.24,S18.29,,,S18.34,,S18.36/18.37,,T18.40,,,,,,,,,,,,,,,,,,,,,,,,,,,
18:08,Gillingham,Pass,EMU,Charing Cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S18.08,S18.11/18.12,,S18.14/18.15,,,T18.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18:10,Dover,Boat,MN 4-6-2,Victoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P19.29,,,P19.32,,P19.33,,,P19.35,,,,,,,,P19.43,,,P19.44,,,,T19.50,,,,,,,,,
18:20,Bickley,Pass,EMU,Holbourn Viaduct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S18.20,,S18.22/18.23,,P18.25,,P18.27,,,,,,,,T18.34,,,,,,,,,,,,,,,,
18:20,Orpington,Pass,EMU,Victoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P18.25,S18.30,,S18.33/18.34,,S18.36,,,S18.39,,S18.41,,S18.43,S18.46,S18.48,,S18.50,,,S18.52,,,,T18.58,,,,,,,,,
18:22,Sevenoaks,Pass,EMU,Holbourn Viaduct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P18.52,S18.54,,S18.56/18.57,,T19.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
18:42,Gillingham,Pass,EMU,Cannon St,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S18.42,S18.45/18.47,,S18.48/18.49,,,T18.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18:42,Orpington,Pass,EMU,Victoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P18.47,,S18.49,,S18.51/18.52,,S18.54,,S18.57,,,S18.59,S19.01,S19.04,S19.06,,,S19.08,,S19.11,,,,T19.16,,,,,,,,,
18:42,Sevenoaks,Pass,EMU,Holbourn Viaduct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P19.12,S19.14,,S19.16/19.17,,S19.20,,,,,,,,,,,,,,,,,,,,,,,,,,,
18:50,Dover,Goods,N2-6-0,Hoo Junction,,S22.35,,,,P22.44,,,,,,P23.14,,,,,S23.40/01.15,,,,P01.35,,,,,,,,,,,,S02.02/02.15,,,P02.18,,P02.21,S02.23/03.05,T03.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18:54,Gillingham,Pass,EMU,Victoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S18.54,S18.57/18.59,,S19.00/19.01,,,P19.03,,,S19.13,,S19.15,S19.19,,S19.24,,S19.33,,,,,,S19.42/19.43,,P19.47,,,,,,,,,,,P19.53,,,P19.54,,,,T19.59,,,,,,,,,
19:02,Sevenoaks,Pass,EMU,Holbourn Viaduct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S19.24,S19.29,,,S19.34,,S19.36/19.37,,T19.40,,,,,,,,,,,,,,,,,,,,,,,,,,,
19:05,Sheerness,Pass,C & LM2,Chatham,,,,,,,,,,,,,,,,,,,,S19.25/19.30,,P19.24,P19.23,,S19.20,,,S19.13,S19.05,,S19.37,S19.43,S19.48/19.49,,T19.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
